rank,feature_index,target_label,target_subtype,target_n,other_n,target_mean,other_mean,target_minus_others,specificity_z,p_value,fdr,feature_name,gene_symbol,entrez_id
1,574,2,HER2-enriched,46,829,0.5471683264409224,0.4570112012188673,0.0901571252220551,1.8908715277091916,,,MPHOSPH6|10200,MPHOSPH6,10200
2,449,2,HER2-enriched,46,829,0.1666918747184877,0.05022514521756093,0.11646672950092676,1.574174830552719,,,ISL2|64843,ISL2,64843
3,844,2,HER2-enriched,46,829,0.5006558016683522,0.2982116710970932,0.20244413057125904,1.509742578438238,,,SOX11|6664,SOX11,6664
4,11,2,HER2-enriched,46,829,0.29113685755361796,0.15687207954608007,0.1342647780075379,1.0697812017266093,,,ACE2|59272,ACE2,59272
5,558,2,HER2-enriched,46,829,0.13109730385862603,0.04954453606459707,0.08155276779402895,1.0181595906771943,,,MDGA2|161357,MDGA2,161357
6,854,2,HER2-enriched,46,829,0.5013928585731819,0.43734861632401273,0.06404424224916921,1.0129576963250946,,,SRD5A1|6715,SRD5A1,6715
7,149,2,HER2-enriched,46,829,0.5041730725699444,0.40489591991564106,0.09927715265430331,1.00672338532511,,,CBX2|84733,CBX2,84733
8,280,2,HER2-enriched,46,829,0.42410724499138913,0.362267537668107,0.061839707323282145,0.9965848375204405,,,DNMT3B|1789,DNMT3B,1789
9,98,2,HER2-enriched,46,829,0.5503308150574777,0.517724745890551,0.032606069166926765,0.9633772058611596,,,C16orf57|79650,C16ORF57,79650
10,957,2,HER2-enriched,46,829,0.2739252239317972,0.19546238366849128,0.07846284026330591,0.9581806595959601,,,ULBP2|80328,ULBP2,80328
11,707,2,HER2-enriched,46,829,0.5876408760480323,0.5604231327546995,0.02721774329333282,0.9360237273073045,,,PSMD14|10213,PSMD14,10213
12,192,2,HER2-enriched,46,829,0.4800455207622684,0.4312253370944283,0.048820183667840134,0.9352031410409608,,,CENPN|55839,CENPN,55839
13,818,2,HER2-enriched,46,829,0.5215284947310306,0.49102108180888615,0.030507412922144428,0.9317044657174282,,,SLC25A13|10165,SLC25A13,10165
14,705,2,HER2-enriched,46,829,0.46970003408356176,0.3611091279627322,0.10859090612082956,0.916527829225049,,,PSAT1|29968,PSAT1,29968
15,105,2,HER2-enriched,46,829,0.502048575812591,0.3822236144084304,0.1198249614041606,0.90438079743961,,,C1orf106|55765,C1ORF106,55765
16,281,2,HER2-enriched,46,829,0.4708795402048166,0.42877249358731634,0.042107046617500254,0.8821374170281265,,,DONSON|29980,DONSON,29980
17,376,2,HER2-enriched,46,829,0.6319554773066204,0.6032375262335851,0.02871795107303532,0.8691237636023834,,,GARS|2617,GARS,2617
18,708,2,HER2-enriched,46,829,0.6431030197117054,0.6115798127201726,0.03152320699153277,0.8643051130455925,,,PSME4|23198,PSME4,23198
19,254,2,HER2-enriched,46,829,0.4709466865927765,0.32860443524508115,0.14234225134769535,0.854221035379679,,,CYP4Z2P|163720,CYP4Z2P,163720
20,684,2,HER2-enriched,46,829,0.513853356566121,0.4937947815362157,0.020058575029905268,0.8456870612305015,,,POLR2D|5433,POLR2D,5433
21,176,2,HER2-enriched,46,829,0.5043755071424337,0.428270262638029,0.07610524450440476,0.8389471617571628,,,CDC6|990,CDC6,990
22,258,2,HER2-enriched,46,829,0.4656988064093562,0.4273706164797536,0.038328189929602574,0.8338052905786844,,,DBF4|10926,DBF4,10926
23,945,2,HER2-enriched,46,829,0.7987283680981123,0.7710789121143816,0.027649455983730697,0.8265254735928081,,,TUBB|203068,TUBB,203068
24,4,2,HER2-enriched,46,829,0.5520876407906705,0.40013516996919934,0.15195247082147118,0.8191116220236154,,,ABCC11|85320,ABCC11,85320
25,99,2,HER2-enriched,46,829,0.4755566869722563,0.4440025361226,0.03155415084965629,0.8187818431156486,,,C16orf61|56942,C16ORF61,56942
26,86,2,HER2-enriched,46,829,0.46516421980989575,0.4189528114352976,0.04621140837459814,0.8139093973869703,,,C11orf75|56935,C11ORF75,56935
27,392,2,HER2-enriched,46,829,0.5938732663110583,0.5650246108068535,0.02884865550420479,0.8132482773177443,,,GMPS|8833,GMPS,8833
28,166,2,HER2-enriched,46,829,0.39439449842074625,0.320345025967161,0.07404947245358523,0.8045246527905201,,,CCNE1|898,CCNE1,898
29,812,2,HER2-enriched,46,829,0.2134477237383658,0.1143443152986033,0.0991034084397625,0.7954168790519106,,,SLC15A1|6564,SLC15A1,6564
30,806,2,HER2-enriched,46,829,0.4428651533094369,0.3744968551598267,0.06836829814961015,0.7914861487851945,,,SHCBP1|79801,SHCBP1,79801
31,529,2,HER2-enriched,46,829,0.41691030570503157,0.35787674697976074,0.05903355872527083,0.7910252763319483,,,LRP8|7804,LRP8,7804
32,298,2,HER2-enriched,46,829,0.6064403879852811,0.5851723296181254,0.02126805836715573,0.7865830175179099,,,EIF2S2|8894,EIF2S2,8894
33,640,2,HER2-enriched,46,829,0.406189666374265,0.3372467695961375,0.06894289677812754,0.7855738044206417,,,ORC6L|23594,ORC6L,23594
34,746,2,HER2-enriched,46,829,0.5377531141726,0.5101578430450292,0.027595271127570764,0.7795023497894648,,,RFC2|5982,RFC2,5982
35,174,2,HER2-enriched,46,829,0.5799652111104985,0.5377186976343438,0.04224651347615471,0.7751402613372752,,,CDC25B|994,CDC25B,994
36,840,2,HER2-enriched,46,829,0.5421722112197395,0.5146703048948557,0.027501906324883807,0.7717722308223537,,,SNRPG|6637,SNRPG,6637
37,59,2,HER2-enriched,46,829,0.4973945405253958,0.43099487114066526,0.06639966938473052,0.7695126181119909,,,AURKA|6790,AURKA,6790
38,769,2,HER2-enriched,46,829,0.41289115196819137,0.3825160411831798,0.030375110785011594,0.7643529780279916,,,RPP40|10799,RPP40,10799
39,334,2,HER2-enriched,46,829,0.3500379257636486,0.2845710713880993,0.06546685437554933,0.757272646211167,,,FAM54A|113115,FAM54A,113115
40,193,2,HER2-enriched,46,829,0.40640601706792623,0.3699819594122095,0.03642405765571671,0.7557071352321978,,,CENPO|79172,CENPO,79172
41,385,2,HER2-enriched,46,829,0.4290375342457915,0.40105161127408406,0.027985922971707433,0.7553833644683898,,,GINS3|64785,GINS3,64785
42,230,2,HER2-enriched,46,829,0.5515174215211468,0.533264165921116,0.01825325560003077,0.7550663717847539,,,CPSF3|51692,CPSF3,51692
43,623,2,HER2-enriched,46,829,0.5633702692367144,0.5222911200908483,0.04107914914586608,0.7531219475838788,,,NT5DC2|64943,NT5DC2,64943
44,562,2,HER2-enriched,46,829,0.49307439544474957,0.46855216524248955,0.02452223020226002,0.7506892985464944,,,MEMO1|51072,MEMO1,51072
45,913,2,HER2-enriched,46,829,0.2965263345390103,0.22156477387320234,0.07496156066580795,0.7488328401851543,,,TMSB15A|11013,TMSB15A,11013
46,556,2,HER2-enriched,46,829,0.5812561842053849,0.5514132547726045,0.02984292943278044,0.745319928543109,,,MCM6|4175,MCM6,4175
47,227,2,HER2-enriched,46,829,0.3511981686927328,0.2705796933182777,0.0806184753744551,0.7430985634195595,,,CPA4|51200,CPA4,51200
48,299,2,HER2-enriched,46,829,0.3678549933394988,0.30888075813781385,0.05897423520168493,0.7425191175712268,,,EME1|146956,EME1,146956
49,787,2,HER2-enriched,46,829,0.6882997902164114,0.6607830035697908,0.027516786646620606,0.7422669320393549,,,SEC16A|9919,SEC16A,9919
50,880,2,HER2-enriched,46,829,0.47610688341829116,0.4462227614659732,0.029884121952317988,0.7341366363492529,,,TBC1D7|51256,TBC1D7,51256
51,828,2,HER2-enriched,46,829,0.24134912310097179,0.1485328319366167,0.09281629116435508,0.7335626250640525,,,SLC6A11|6538,SLC6A11,6538
52,520,2,HER2-enriched,46,829,0.11021013133711173,0.057967317547254746,0.052242813789856984,0.7321493211109936,,,LOC285629|285629,LOC285629,285629
53,846,2,HER2-enriched,46,829,0.5302454946289373,0.4703256937632192,0.05991980086571813,0.7222665727719131,,,SPAG5|10615,SPAG5,10615
54,585,2,HER2-enriched,46,829,0.5482382801797318,0.459715131269213,0.08852314891051877,0.7121713614092822,,,MYBL2|4605,MYBL2,4605
55,587,2,HER2-enriched,46,829,0.5926156945727085,0.5518313461316209,0.04078434844108758,0.7110316022794536,,,MYO10|4651,MYO10,4651
56,220,2,HER2-enriched,46,829,0.09622283225263295,0.04983739961027093,0.04638543264236202,0.7103558218378173,,,CNGB1|1258,CNGB1,1258
57,611,2,HER2-enriched,46,829,0.537321814282012,0.520939947729045,0.016381866552967028,0.7093513402124969,,,NOL10|79954,NOL10,79954
58,706,2,HER2-enriched,46,829,0.6121729804397666,0.5916651653386037,0.02050781510116295,0.7059056308307364,,,PSMB2|5690,PSMB2,5690
59,658,2,HER2-enriched,46,829,0.3819956495373201,0.34971995475428796,0.03227569478303216,0.7046529539046282,,,PDSS1|23590,PDSS1,23590
60,942,2,HER2-enriched,46,829,0.6674965491424151,0.6325954863484603,0.034901062793954774,0.7028173751133074,,,TUBA1C|84790,TUBA1C,84790
61,639,2,HER2-enriched,46,829,0.3887030149042939,0.32805698678120015,0.06064602812309372,0.7009008903865154,,,ORC1L|4998,ORC1L,4998
62,121,2,HER2-enriched,46,829,0.5397177086353482,0.5195550242680034,0.020162684367344808,0.6942880564120946,,,C6orf153|88745,C6ORF153,88745
63,1,2,HER2-enriched,46,829,0.2866435453677004,0.17476183975202667,0.11188170561567376,0.6931652613421476,,,A2ML1|144568,A2ML1,144568
64,630,2,HER2-enriched,46,829,0.5506809997805004,0.528686986275062,0.021994013505438392,0.6909321565544099,,,NUP93|9688,NUP93,9688
65,170,2,HER2-enriched,46,829,0.6754576044024636,0.6558605009977698,0.019597103404693783,0.6861985061691981,,,CCT6A|908,CCT6A,908
66,552,2,HER2-enriched,46,829,0.4328733347549534,0.36198862728185077,0.0708847074731026,0.685791162916616,,,MCM10|55388,MCM10,55388
67,294,2,HER2-enriched,46,829,0.443850187509178,0.3999822123118023,0.043867975197375675,0.6816353424533065,,,ECE2|9718,ECE2,9718
68,186,2,HER2-enriched,46,829,0.41387719177257337,0.3537329601835997,0.060144231588973696,0.6791862203210063,,,CDKN3|1033,CDKN3,1033
69,301,2,HER2-enriched,46,829,0.7902414615071167,0.761736537076578,0.02850492443053876,0.6789468210385388,,,ENO1|2023,ENO1,2023
70,961,2,HER2-enriched,46,829,0.6033070399596159,0.5779112172879296,0.025395822671686274,0.6758788716227214,,,UQCRH|7388,UQCRH,7388
71,581,2,HER2-enriched,46,829,0.5224047759487115,0.5025562066193788,0.019848569329332655,0.6747825321906271,,,MSL3|10943,MSL3,10943
72,168,2,HER2-enriched,46,829,0.6695066023133348,0.6528458152552695,0.016660787058065285,0.6723025943581935,,,CCT4|10575,CCT4,10575
73,454,2,HER2-enriched,46,829,0.5788268102861653,0.5638937566293587,0.014933053656806639,0.6717247454519538,,,KCMF1|56888,KCMF1,56888
74,169,2,HER2-enriched,46,829,0.6891805761083074,0.6660451614010409,0.023135414707266544,0.6705465876178521,,,CCT5|22948,CCT5,22948
75,275,2,HER2-enriched,46,829,0.5459111852914159,0.5226848335114374,0.02322635177997856,0.6645909547087976,,,DNAJC9|23234,DNAJC9,23234
76,197,2,HER2-enriched,46,829,0.320510025453501,0.2881936025085429,0.03231642294495807,0.6574196250603732,,,CHAC2|494143,CHAC2,494143
77,997,2,HER2-enriched,46,829,0.31695327956026065,0.2524231626432753,0.06453011691698535,0.6538661511813872,,,ZNF695|57116,ZNF695,57116
78,164,2,HER2-enriched,46,829,0.4859434357326799,0.4197590767451496,0.06618435898753028,0.653230501056952,,,CCNB2|9133,CCNB2,9133
79,802,2,HER2-enriched,46,829,0.3527532779505,0.2865199599376648,0.06623331801283516,0.6510775165037829,,,SGOL1|151648,SGOL1,151648
80,36,2,HER2-enriched,46,829,0.5296323325427056,0.46104274877876683,0.06858958376393876,0.6509841756281567,,,ANLN|54443,ANLN,54443
81,495,2,HER2-enriched,46,829,0.637911564463544,0.5971245556285588,0.040787008834985206,0.650323238277408,,,KPNA2|3838,KPNA2,3838
82,682,2,HER2-enriched,46,829,0.3975478283221404,0.33902090904209475,0.058526919280045664,0.648849382004923,,,POLQ|10721,POLQ,10721
83,724,2,HER2-enriched,46,829,0.41543264055835116,0.3632797136779496,0.05215292688040157,0.6476285825846653,,,RAD51|5888,RAD51,5888
84,760,2,HER2-enriched,46,829,0.4578826159583599,0.4380486521518747,0.019833963806485166,0.6462461361129987,,,RNASEH1|246243,RNASEH1,246243
85,188,2,HER2-enriched,46,829,0.388196062325915,0.3229168691930018,0.06527919313291325,0.6456036832200365,,,CENPA|1058,CENPA,1058
86,173,2,HER2-enriched,46,829,0.39923442015026367,0.34758676292683555,0.05164765722342812,0.644375073297036,,,CDC25A|993,CDC25A,993
87,578,2,HER2-enriched,46,829,0.5937133321739512,0.5748220056401897,0.018891326533761466,0.6442759429012735,,,MRPL37|51253,MRPL37,51253
88,200,2,HER2-enriched,46,829,0.4371313406639238,0.4032664049377803,0.033864935726143464,0.6369735010328815,,,CHEK1|1111,CHEK1,1111
89,184,2,HER2-enriched,46,829,0.6455897280286528,0.6200959647642236,0.025493763264429203,0.6366484741662386,,,CDK2AP1|8099,CDK2AP1,8099
90,657,2,HER2-enriched,46,829,0.7027819999865443,0.6816401633118664,0.02114183667467795,0.6357884778727796,,,PDIA6|10130,PDIA6,10130
91,340,2,HER2-enriched,46,829,0.45985512899889885,0.39419145927033905,0.0656636697285598,0.6308434950132841,,,FAM83D|81610,FAM83D,81610
92,660,2,HER2-enriched,46,829,0.5684890478888035,0.5237718902207031,0.04471715766810036,0.6307474797580535,,,PFKP|5214,PFKP,5214
93,809,2,HER2-enriched,46,829,0.4152632402893675,0.35537660750174704,0.059886632787620464,0.6279018464517295,,,SKA3|221150,SKA3,221150
94,146,2,HER2-enriched,46,829,0.5172789855806771,0.4272255781188359,0.0900534074618412,0.6274995721548249,,,CAPN13|92291,CAPN13,92291
95,598,2,HER2-enriched,46,829,0.45341863143235156,0.39726203010629657,0.05615660132605499,0.6260439375152097,,,NCAPH|23397,NCAPH,23397
96,473,2,HER2-enriched,46,829,0.5024413399599149,0.4766749295875319,0.02576641037238303,0.625493108770245,,,KIAA1609|57707,KIAA1609,57707
97,175,2,HER2-enriched,46,829,0.4156147070296103,0.3458238391803621,0.0697908678492482,0.6250789847410306,,,CDC45|8318,CDC45,8318
98,860,2,HER2-enriched,46,829,0.4602309793158103,0.4166601011349806,0.04357087818082972,0.6199948596950735,,,STIL|6491,STIL,6491
99,604,2,HER2-enriched,46,829,0.32193535438451326,0.25689217111665247,0.0650431832678608,0.6188384610053573,,,NEIL3|55247,NEIL3,55247
100,96,2,HER2-enriched,46,829,0.4052562299130003,0.35694614337919345,0.04831008653380686,0.618599392363533,,,C15orf42|90381,C15ORF42,90381
101,61,2,HER2-enriched,46,829,0.18074806788359993,0.13076856839533557,0.049979499488264356,0.6184406552945663,,,B3GNT4|79369,B3GNT4,79369
102,183,2,HER2-enriched,46,829,0.5356884916544619,0.47998108783458643,0.055707403819875434,0.618084561537666,,,CDK1|983,CDK1,983
103,571,2,HER2-enriched,46,829,0.33149937657843387,0.2710515389724404,0.06044783760599348,0.6165972186673411,,,MND1|84057,MND1,84057
104,162,2,HER2-enriched,46,829,0.4863303111451876,0.4326836889244594,0.05364662222072819,0.6144230714069449,,,CCNA2|890,CCNA2,890
105,417,2,HER2-enriched,46,829,0.6249952208890598,0.6035883255636865,0.02140689532537332,0.6142486795579019,,,HDAC2|3066,HDAC2,3066
106,415,2,HER2-enriched,46,829,0.6603687046975284,0.6335264328548613,0.026842271842667076,0.612202084500626,,,H2AFZ|3015,H2AFZ,3015
107,590,2,HER2-enriched,46,829,0.6141248465039945,0.5939677941900745,0.020157052313919954,0.6115503591705004,,,NASP|4678,NASP,4678
108,960,2,HER2-enriched,46,829,0.495775473086603,0.4698973381774037,0.025878134909199324,0.6097863506284326,,,UQCRHL|440567,UQCRHL,440567
109,422,2,HER2-enriched,46,829,0.44645513706677514,0.38238979437546067,0.06406534269131448,0.6059081476295333,,,HJURP|55355,HJURP,55355
110,903,2,HER2-enriched,46,829,0.5528718666443709,0.46445748952689164,0.08841437711747929,0.605749149194627,,,TMC5|79838,TMC5,79838
111,55,2,HER2-enriched,46,829,0.6536504243051133,0.6353185055119458,0.018331918793167534,0.6052050956168544,,,ATP5C1|509,ATP5C1,509
112,763,2,HER2-enriched,46,829,0.5712859778749265,0.535799395602072,0.035486582272854506,0.6049654578693863,,,RNF145|153830,RNF145,153830
113,172,2,HER2-enriched,46,829,0.5149489672665307,0.4485288737614844,0.0664200935050463,0.6026131830838029,,,CDC20|991,CDC20,991
114,133,2,HER2-enriched,46,829,0.45036391473547566,0.4305196213599712,0.019844293375504474,0.6020264030951388,,,C9orf30|91283,C9ORF30,91283
115,483,2,HER2-enriched,46,829,0.48993514344376404,0.42590493313358757,0.06403021031017647,0.6009851371024949,,,KIF2C|11004,KIF2C,11004
116,384,2,HER2-enriched,46,829,0.46475700414847415,0.42021196066918337,0.04454504347929078,0.6009110829786978,,,GINS1|9837,GINS1,9837
117,312,2,HER2-enriched,46,829,0.43240213770878805,0.3659605836424359,0.06644155406635216,0.6002658965361973,,,EXO1|9156,EXO1,9156
118,939,2,HER2-enriched,46,829,0.44205416136904757,0.38314109886351444,0.05891306250553313,0.5980747516595238,,,TTK|7272,TTK,7272
119,867,2,HER2-enriched,46,829,0.43901498808123385,0.41331091695914723,0.025704071122086614,0.5961718106001201,,,SUV39H2|79723,SUV39H2,79723
120,709,2,HER2-enriched,46,829,0.4977470893734064,0.4739232940345069,0.0238237953388995,0.5949860147821555,,,PSMG1|8624,PSMG1,8624
121,597,2,HER2-enriched,46,829,0.4796983905951423,0.4246858757879042,0.05501251480723812,0.5935351496617448,,,NCAPG|64151,NCAPG,64151
122,958,2,HER2-enriched,46,829,0.24716421635327634,0.19367835749268186,0.05348585886059448,0.5908261064185305,,,ULBP3|79465,ULBP3,79465
123,636,2,HER2-enriched,46,829,0.3484868765579217,0.29922963106756245,0.04925724549035926,0.5897773676818535,,,OIP5|11339,OIP5,11339
124,140,2,HER2-enriched,46,829,0.24839630740068894,0.15029365753904428,0.09810264986164466,0.5880689206618412,,,CA9|768,CA9,768
125,180,2,HER2-enriched,46,829,0.49301877373056646,0.4400441413732977,0.052974632357268736,0.5865198009580141,,,CDCA5|113130,CDCA5,113130
126,635,2,HER2-enriched,46,829,0.5689383244626169,0.5384584021770293,0.030479922285587602,0.5862343345971445,,,ODC1|4953,ODC1,4953
127,956,2,HER2-enriched,46,829,0.24164239507507929,0.18517464052380053,0.056467754551278754,0.5831904846434726,,,ULBP1|80329,ULBP1,80329
128,195,2,HER2-enriched,46,829,0.47272674823864436,0.41290460207658186,0.059822146162062495,0.5830829262631028,,,CEP55|55165,CEP55,55165
129,80,2,HER2-enriched,46,829,0.4820172841573335,0.41995315311362164,0.06206413104371189,0.5826881275400853,,,BUB1|699,BUB1,699
130,834,2,HER2-enriched,46,829,0.5991409026241229,0.5431137183622113,0.056027184261911556,0.5823948225873435,,,SLC7A5|8140,SLC7A5,8140
131,194,2,HER2-enriched,46,829,0.4197142467419889,0.3799115476628836,0.039802699079105275,0.58086498058331,,,CENPW|387103,CENPW,387103
132,323,2,HER2-enriched,46,829,0.5432501025470253,0.5250021679917632,0.01824793455526208,0.5807042531496324,,,FAM136A|84908,FAM136A,84908
133,907,2,HER2-enriched,46,829,0.44853689986166956,0.42342852990150837,0.025108369960161192,0.5728430582516649,,,TMEM206|55248,TMEM206,55248
134,290,2,HER2-enriched,46,829,0.4767179350930254,0.42861875187424847,0.04809918321877693,0.5711595379789961,,,E2F1|1869,E2F1,1869
135,926,2,HER2-enriched,46,829,0.46762359436501355,0.4231168219539125,0.04450677241110107,0.5704792635086235,,,TRIP13|9319,TRIP13,9319
136,291,2,HER2-enriched,46,829,0.41152819087162873,0.3616929472342364,0.049835243637392335,0.5695507119574669,,,E2F2|1870,E2F2,1870
137,314,2,HER2-enriched,46,829,0.4859536432471197,0.44405392402207544,0.04189971922504426,0.5693009464021123,,,EZH2|2146,EZH2,2146
138,163,2,HER2-enriched,46,829,0.545188052321608,0.5043491132249315,0.040838939096676574,0.5680221428450155,,,CCNB1|891,CCNB1,891
139,950,2,HER2-enriched,46,829,0.4757826429891142,0.4240444818370466,0.051738161152067585,0.5644521529757555,,,UBE2T|29089,UBE2T,29089
140,350,2,HER2-enriched,46,829,0.5375532698592526,0.5090119932331933,0.02854127662605921,0.5626814001796265,,,FEN1|2237,FEN1,2237
141,264,2,HER2-enriched,46,829,0.4283253007652752,0.3712431277973297,0.05708217296794549,0.5619723020467255,,,DEPDC1|55635,DEPDC1,55635
142,90,2,HER2-enriched,46,829,0.3960435178080491,0.36410225326171414,0.031941264546334946,0.5614554213880176,,,C12orf48|55010,C12ORF48,55010
143,297,2,HER2-enriched,46,829,0.45132776899798566,0.42303392769757375,0.028293841300411904,0.5610506052597259,,,EIF2C2|27161,EIF2C2,27161
144,131,2,HER2-enriched,46,829,0.516295270788343,0.44321793086018735,0.07307733992815568,0.559921894683359,,,C9orf152|401546,C9ORF152,401546
145,910,2,HER2-enriched,46,829,0.5369046309702388,0.5143179074664608,0.022586723503777995,0.5586903613794758,,,TMEM62|80021,TMEM62,80021
146,674,2,HER2-enriched,46,829,0.49376464668964576,0.435277282703867,0.05848736398577875,0.5584168219983389,,,PLK1|5347,PLK1,5347
147,803,2,HER2-enriched,46,829,0.44446021449132717,0.4161188727326143,0.02834134175871289,0.5580104052004502,,,SGOL2|151246,SGOL2,151246
148,355,2,HER2-enriched,46,829,0.4773955870002647,0.4522364819725081,0.02515910502775659,0.5575738161463937,,,FLJ36031|168455,FLJ36031,168455
149,23,2,HER2-enriched,46,829,0.2864372566926422,0.23619544624488478,0.05024181044775741,0.5538434508174654,,,AKR1E2|83592,AKR1E2,83592
150,561,2,HER2-enriched,46,829,0.45654889665697634,0.39242579598603755,0.06412310067093879,0.553670174113626,,,MELK|9833,MELK,9833
151,414,2,HER2-enriched,46,829,0.42262680079878207,0.3707196095870575,0.051907191211724546,0.5507036206979867,,,GTSE1|51512,GTSE1,51512
152,537,2,HER2-enriched,46,829,0.4751420332692747,0.43750239827259135,0.037639634996683324,0.5486254489325414,,,MAD2L1|4085,MAD2L1,4085
153,484,2,HER2-enriched,46,829,0.4844679776826933,0.4184958589634861,0.06597211871920716,0.5465978729766354,,,KIF4A|24137,KIF4A,24137
154,932,2,HER2-enriched,46,829,0.6214329596717372,0.5914033463123144,0.03002961335942278,0.545867409384268,,,TSPAN15|23555,TSPAN15,23555
155,423,2,HER2-enriched,46,829,0.6095786334977074,0.5767380917550173,0.03284054174269002,0.5455835222940448,,,HMGA1|3159,HMGA1,3159
156,776,2,HER2-enriched,46,829,0.18424756529036687,0.1095594471196906,0.07468811817067628,0.5432768667410474,,,SBSN|374897,SBSN,374897
